user_id,ingreso,ratio_deuda,frecuencia_ahorro,pct_gasto_esencial,tasa_gasto,perfil
USR_0411,4389888.87,0.3942,1,0.3546,0.454,En observación
USR_0412,13755299.74,0.9383,4,0.7499,1.2419,En riesgo
USR_0413,13302445.87,0.2087,4,0.4988,0.815,Saludable
USR_0414,9236591.68,0.4656,10,0.5165,0.8237,En observación
USR_0415,14757773.53,0.06,14,0.7411,0.9381,En observación
USR_0416,9315155.77,0.2294,15,0.8072,0.6271,Saludable
USR_0417,5741066.87,0.5982,13,0.531,1.1466,En riesgo
USR_0418,5829402.53,0.5254,3,0.6197,0.8667,En observación
USR_0419,10227522.71,0.3077,0,0.8779,0.9561,En observación
USR_0420,14774519.1,0.5707,11,0.549,0.8333,En observación
USR_0421,10300964.36,0.0416,4,0.794,1.0586,En riesgo
USR_0422,9499686.88,0.3473,7,0.3044,1.285,En riesgo
USR_0423,13472139.38,0.7713,5,0.4707,1.0656,En riesgo
USR_0424,13396261.46,0.6994,14,0.4395,0.6353,En riesgo
USR_0425,14800458.63,0.5218,12,0.2914,0.4796,En observación
USR_0426,3997097.2,0.1118,6,0.4933,1.0793,En riesgo
USR_0427,6098199.11,0.9825,9,0.8015,0.4347,En riesgo
USR_0428,12897503.02,0.5927,7,0.7734,0.8557,En observación
USR_0429,7889430.73,0.835,1,0.2817,0.7154,En riesgo
USR_0430,3774804.55,0.1024,0,0.3775,0.389,En observación
USR_0431,4949991.53,0.7679,15,0.5574,0.4816,En riesgo
USR_0432,14506238.76,0.5789,15,0.4736,1.1413,En riesgo
USR_0433,10545223.3,0.6978,3,0.4458,0.3206,En riesgo
USR_0434,14681599.7,0.0667,15,0.5449,1.1892,En riesgo
USR_0435,5980310.61,0.3693,11,0.5106,0.6255,En observación
USR_0436,1981114.03,0.8332,10,0.6592,0.4198,En riesgo
USR_0437,13333962.45,0.7792,6,0.6022,0.6153,En riesgo
USR_0438,8278858.33,0.2462,6,0.4863,0.9992,En observación
USR_0439,10014383.04,0.5322,9,0.3876,0.6754,En observación
USR_0440,13374883.87,0.9504,4,0.8169,0.9149,En riesgo
USR_0441,12548616.49,0.5463,15,0.8655,0.4154,En observación
USR_0442,5980231.24,0.8991,12,0.7853,0.9781,En riesgo
USR_0443,10646713.18,0.2172,7,0.5101,0.6023,Saludable
USR_0444,14815614.33,0.272,6,0.296,0.8385,Saludable
USR_0445,3213271.6,0.553,5,0.8008,0.499,En observación
USR_0446,13284144.21,0.2092,12,0.7542,0.4708,Saludable
USR_0447,1706570.16,0.1856,1,0.7458,0.4168,En observación
USR_0448,6781827.69,0.042,9,0.7017,0.4102,Saludable
USR_0449,12093438.94,0.1681,10,0.234,0.9756,En observación
USR_0450,12058407.66,0.9579,13,0.3336,1.1072,En riesgo
USR_0451,10273418.02,0.1927,7,0.3886,0.584,Saludable
USR_0452,2911241.33,0.9219,7,0.8962,0.312,Saludable
USR_0453,8664693.42,0.5737,4,0.668,0.6883,En observación
USR_0454,4720592.43,0.3991,11,0.2392,0.7087,En observación
USR_0455,1925762.3,0.5505,12,0.6374,1.2881,En riesgo
USR_0456,7250180.33,0.0663,10,0.333,0.6434,Saludable
USR_0457,9666200.25,0.0957,9,0.4605,0.9097,En observación
USR_0458,4985993.93,0.6986,8,0.5642,1.2307,En riesgo
USR_0459,14067503.41,0.9693,15,0.8749,0.8733,En riesgo
USR_0460,3284282.9,0.3114,4,0.2434,1.1881,En riesgo
USR_0461,13190416.98,0.3573,0,0.4362,0.9559,En observación
USR_0462,13968408.42,0.2477,10,0.5036,0.7573,Saludable
USR_0463,8803029.88,0.1056,7,0.6154,0.7098,Saludable
USR_0464,7985291.45,0.8726,10,0.5079,1.0719,En riesgo
USR_0465,8329830.73,0.6097,8,0.5484,0.5749,En riesgo
USR_0466,10551061.82,0.0384,10,0.4836,1.2262,En riesgo
USR_0467,6073530.75,0.4587,15,0.6987,0.7845,En observación
USR_0468,4299046.95,0.5373,8,0.5305,0.8142,En observación
USR_0469,12734127.9,0.7386,11,0.6613,1.036,Saludable
USR_0470,14123468.82,0.9598,2,0.8694,1.1796,En riesgo
USR_0471,9204601.06,0.4446,0,0.8601,1.1898,En riesgo
USR_0472,8426503.34,0.537,8,0.5189,0.6633,Saludable
USR_0473,9888030.05,0.6738,10,0.5786,0.5253,En riesgo
USR_0474,14645168.27,0.3903,9,0.7114,1.2655,En riesgo
USR_0475,12368081.45,0.9403,15,0.5967,0.5298,En riesgo
USR_0476,1722942.21,0.6183,15,0.6704,1.2707,En riesgo
USR_0477,4716134.51,0.4858,2,0.2432,1.2961,En observación
USR_0478,6541659.41,0.9058,7,0.4539,0.3169,En riesgo
USR_0479,8404914.27,0.3352,11,0.7714,1.0943,En riesgo
USR_0480,12567534.9,0.2115,9,0.5554,0.9924,En observación
USR_0481,9896560.85,0.8038,0,0.5156,0.9698,En riesgo
USR_0482,4910586.95,0.4103,3,0.5042,0.7177,En riesgo
USR_0483,11690837.62,0.1748,15,0.8207,0.9656,Saludable
USR_0484,10133022.53,0.2464,4,0.7587,1.0866,En riesgo
USR_0485,6230113.31,0.9888,10,0.6156,0.3672,En riesgo
USR_0486,11060675.48,0.7031,4,0.3373,0.7683,En riesgo
USR_0487,13093228.21,0.504,13,0.4921,1.1624,En riesgo
USR_0488,4138565.76,0.3906,12,0.2863,0.9902,En observación
USR_0489,11301156.17,0.0428,1,0.7188,0.6161,En observación
USR_0490,11734078.93,0.0221,0,0.4909,0.6843,En observación
USR_0491,11389804.59,0.7742,2,0.7757,0.7132,En riesgo
USR_0492,1397212.63,0.7325,0,0.7732,0.5003,En riesgo
USR_0493,9193252.42,0.4666,7,0.5458,0.3855,En observación
USR_0494,13187780.1,0.2788,3,0.8444,0.9844,En observación
USR_0495,7656916.89,0.0929,0,0.827,0.4882,En observación
USR_0496,5770405.06,0.3961,12,0.2054,0.7231,En observación
USR_0497,3093597.8,0.1605,3,0.3331,0.9518,En observación
USR_0498,1603817.11,0.2919,0,0.5546,0.3327,En observación
USR_0499,2156564.41,0.2576,14,0.4036,1.223,En riesgo
USR_0500,5696529.07,0.7818,0,0.7465,0.6638,En riesgo
USR_0501,11357545.4,0.513,7,0.6122,0.8763,En observación
USR_0502,2106395.53,0.2491,3,0.386,1.2358,En riesgo
USR_0503,7519284.51,0.1276,15,0.5749,0.882,En observación
USR_0504,13744172.32,0.386,5,0.2502,1.2435,En riesgo
USR_0505,11872272.97,0.8389,2,0.4493,0.5411,En observación
USR_0506,4269001.81,0.9522,15,0.4415,0.4376,En riesgo
USR_0507,14976111.87,0.0492,13,0.6403,0.7188,Saludable
USR_0508,6975172.55,0.0384,3,0.7487,0.6324,Saludable
USR_0509,9360527.74,0.7156,4,0.2929,1.1116,En riesgo
USR_0510,10500481.27,0.2418,11,0.7381,1.1775,En riesgo
USR_0511,2632190.61,0.3849,4,0.5515,1.1626,En riesgo
USR_0512,10466654.05,0.8425,3,0.8999,0.793,En riesgo
USR_0513,4077223.75,0.1628,9,0.8214,0.938,En observación
USR_0514,12955384.78,0.361,8,0.7188,0.5591,En observación
USR_0515,5948576.74,0.9905,10,0.5822,1.1417,En riesgo
USR_0516,3547397.2,0.3161,7,0.6674,1.1548,En riesgo
USR_0517,14161215.23,0.58,10,0.3387,0.8469,En observación
USR_0518,14960989.17,0.566,9,0.2359,0.983,En observación
USR_0519,4664890.53,0.4997,12,0.3386,1.2208,En riesgo
USR_0520,7296791.57,0.7428,15,0.3805,0.8654,En riesgo
USR_0521,8154727.76,0.2032,0,0.6228,1.2906,En riesgo
USR_0522,4861508.01,0.0623,7,0.7941,0.8115,Saludable
USR_0523,10952290.38,0.1928,8,0.6886,0.671,Saludable
USR_0524,3701364.42,0.9246,1,0.27,1.1812,En riesgo
USR_0525,5398022.35,0.6544,15,0.3619,1.2164,En riesgo
USR_0526,6803405.95,0.6774,10,0.8432,0.9091,En riesgo
USR_0527,12340937.35,0.3839,7,0.2388,1.1778,En riesgo
USR_0528,14631361.29,0.3025,2,0.311,0.9417,En observación
USR_0529,11094281.23,0.5826,6,0.528,0.9626,En observación
USR_0530,11770222.76,0.4538,3,0.7431,0.384,En observación
USR_0531,13486266.93,0.4718,1,0.2223,0.7512,En observación
USR_0532,13145798.7,0.1508,9,0.2118,0.4516,Saludable
USR_0533,2470710.81,0.2397,1,0.7614,1.0533,En riesgo
USR_0534,10802917.91,0.4875,0,0.8616,1.2331,En riesgo
USR_0535,4311942.81,0.6144,15,0.4461,0.5248,En riesgo
USR_0536,5040913.57,0.1803,1,0.2538,0.6929,En observación
USR_0537,10444983.52,0.4699,7,0.5318,1.2276,En riesgo
USR_0538,4118572.26,0.5547,3,0.2947,0.8954,En observación
USR_0539,5929817.71,0.226,2,0.2534,0.9553,En observación
USR_0540,7940359.67,0.1369,10,0.4124,0.8591,En observación
USR_0541,10439080.36,0.0267,10,0.8954,0.7004,Saludable
USR_0542,3451071.4,0.8121,9,0.818,0.3699,En riesgo
USR_0543,6983650.19,0.583,5,0.5121,0.3695,En observación
USR_0544,7892158.62,0.4689,1,0.3517,1.1272,En riesgo
USR_0545,10454004.7,0.8944,4,0.4232,0.4763,En riesgo
USR_0546,6836068.87,0.1116,9,0.6267,0.4913,En riesgo
USR_0547,4971948.25,0.6403,2,0.345,1.0118,En riesgo
USR_0548,11444856.27,0.4981,13,0.8378,0.329,En observación
USR_0549,11836054.89,0.1103,4,0.4825,0.6168,En observación
USR_0550,14085669.94,0.79,12,0.8871,1.0115,En riesgo
USR_0551,6971926.63,0.6989,7,0.3587,0.3352,En riesgo
USR_0552,2022998.14,0.3735,4,0.6933,1.1508,En riesgo
USR_0553,14370424.68,0.211,11,0.543,0.7302,Saludable
USR_0554,6816435.63,0.4311,4,0.4334,0.7415,En observación
USR_0555,8502823.36,0.4494,1,0.288,0.7754,En observación
USR_0556,11564129.26,0.3777,2,0.6074,1.0861,En riesgo
USR_0557,3535616.84,0.1086,7,0.7637,1.105,En riesgo
USR_0558,13983896.85,0.0849,10,0.4027,0.8237,Saludable
USR_0559,2292196.42,0.1177,12,0.3968,0.8213,Saludable
USR_0560,5025102.83,0.2103,15,0.4966,0.8109,Saludable
USR_0561,4154804.16,0.5518,14,0.3423,0.8605,En observación
USR_0562,5652264.25,0.8232,8,0.4651,1.1181,En riesgo
USR_0563,13797449.92,0.2022,5,0.2624,0.3096,Saludable
USR_0564,1435890.58,0.4075,12,0.5418,0.7012,En riesgo
USR_0565,12178774.4,0.7636,2,0.5825,0.4197,En riesgo
USR_0566,14092462.89,0.2918,0,0.2407,0.8265,En observación
USR_0567,8644085.9,0.8607,14,0.3347,0.5643,En riesgo
USR_0568,12721147.42,0.639,8,0.8949,1.2592,En riesgo
USR_0569,1281996.23,0.0477,7,0.8332,0.3138,Saludable
USR_0570,8725184.19,0.4231,10,0.6338,1.2174,En riesgo
USR_0571,7599497.96,0.1035,9,0.8732,1.2791,Saludable
USR_0572,12143571.1,0.9886,4,0.8958,0.8435,En riesgo
USR_0573,7736104.43,0.9546,13,0.4959,0.3658,En riesgo
USR_0574,12373817.73,0.9527,10,0.3901,0.3332,En riesgo
USR_0575,8334803.19,0.1967,0,0.6274,1.2669,En riesgo
USR_0576,10456136.01,0.3627,1,0.7601,0.9417,En observación
USR_0577,10431532.66,0.8323,3,0.7868,1.2365,En riesgo
USR_0578,5580342.65,0.1555,13,0.6316,0.5338,Saludable
USR_0579,2302828.51,0.0006,2,0.868,1.2167,En observación
USR_0580,4419069.45,0.7808,0,0.485,0.9506,En riesgo
USR_0581,6114720.44,0.9638,9,0.6307,0.6753,En observación
USR_0582,6638021.37,0.5396,13,0.7195,0.9961,En observación
USR_0583,13491364.62,0.7163,8,0.4411,0.9482,En riesgo
USR_0584,6616559.58,0.8943,9,0.4281,1.0856,En riesgo
USR_0585,13625189.11,0.2185,12,0.4443,1.1318,En riesgo
USR_0586,5594352.85,0.6328,8,0.4673,0.9538,En riesgo
USR_0587,2250033.32,0.6036,1,0.504,0.6352,En riesgo
USR_0588,5836237.63,0.5426,2,0.3136,0.3124,En observación
USR_0589,3563700.38,0.8382,2,0.2207,0.6809,En riesgo
USR_0590,6823974.45,0.4851,0,0.7223,0.3506,En observación
USR_0591,13516657.58,0.227,5,0.214,0.8465,Saludable
USR_0592,5915492.83,0.277,14,0.2403,1.2373,En riesgo
USR_0593,9290496.24,0.6992,13,0.4279,1.0655,En riesgo
USR_0594,1425583.98,0.4319,12,0.2536,1.0059,En riesgo
USR_0595,6632555.11,0.2727,10,0.2993,1.2886,En riesgo
USR_0596,1505887.43,0.1671,9,0.3594,0.9222,Saludable
USR_0597,1367496.92,0.4886,12,0.2965,0.9712,En observación
USR_0598,14712635.66,0.532,11,0.8489,0.6984,En observación
USR_0599,5603515.69,0.8871,7,0.6716,0.8719,En riesgo
USR_0600,14820532.07,0.8259,0,0.8032,0.7513,En riesgo
USR_0601,1255548.85,0.4016,12,0.5315,1.0906,En riesgo
USR_0602,5065555.29,0.8371,15,0.6593,1.142,En riesgo
USR_0603,11140475.03,0.83,3,0.6854,1.0073,En riesgo
USR_0604,13929805.77,0.7132,8,0.8593,0.9556,En riesgo
USR_0605,4393825.5,0.2517,7,0.4615,0.9319,En observación
USR_0606,8407057.24,0.3193,7,0.766,1.2203,En riesgo
USR_0607,7099415.43,0.3651,15,0.7498,0.7879,En observación
USR_0608,4187592.5,0.1169,1,0.7914,0.4958,Saludable
USR_0609,14065493.59,0.2506,6,0.7987,0.4777,Saludable
USR_0610,8542711.88,0.3562,6,0.5898,1.183,En riesgo
USR_0611,5441743.53,0.692,2,0.4433,0.3435,En riesgo
USR_0612,6726144.13,0.1304,15,0.4255,0.9864,En observación
USR_0613,4178956.29,0.7094,3,0.6334,0.4637,En riesgo
USR_0614,2256891.55,0.664,1,0.3998,0.9151,En riesgo
USR_0615,14711747.94,0.5955,8,0.8073,0.6918,En observación
USR_0616,6242444.63,0.5428,2,0.6905,0.3229,En observación
USR_0617,13099812.26,0.1576,11,0.6854,1.1293,En riesgo
USR_0618,1676014.84,0.3258,10,0.418,0.7381,En observación
USR_0619,6152999.28,0.5662,9,0.545,0.8729,En observación
USR_0620,3496598.56,0.8943,1,0.8065,0.3218,En riesgo
USR_0621,10577846.84,0.548,11,0.738,0.677,En observación
USR_0622,13746642.81,0.7894,12,0.647,1.1983,En riesgo
USR_0623,9892395.11,0.7408,6,0.7536,0.8634,En riesgo
USR_0624,2251748.85,0.6527,9,0.556,0.3825,En riesgo
USR_0625,11356071.38,0.5465,10,0.6707,0.7888,En observación
USR_0626,2432078.85,0.3874,6,0.7059,1.0223,En riesgo
USR_0627,12448021.07,0.8536,7,0.5768,1.2193,En riesgo
USR_0628,8656510.77,0.7056,14,0.5869,0.7074,En riesgo
USR_0629,6582528.23,0.8098,14,0.4125,0.9209,En riesgo
USR_0630,7079577.28,0.8894,14,0.6819,0.6644,En riesgo
USR_0631,14152684.36,0.6628,12,0.6534,0.5314,En riesgo
USR_0632,8906912.52,0.7868,5,0.4044,1.0781,En riesgo
USR_0633,13536901.81,0.7245,10,0.6834,0.828,En riesgo
USR_0634,5182214.65,0.8147,12,0.6264,0.3065,En observación
USR_0635,14858175.89,0.3639,1,0.833,1.0901,En riesgo
USR_0636,4360546.09,0.3922,14,0.5692,0.8146,En observación
USR_0637,2407218.56,0.6558,8,0.5194,0.5054,En riesgo
USR_0638,4071506.17,0.1517,4,0.6578,0.8348,Saludable
USR_0639,9429320.95,0.4158,12,0.618,0.7889,En observación
USR_0640,10387607.28,0.3714,8,0.6505,0.5437,En observación
USR_0641,1508360.09,0.8087,5,0.476,1.0667,En riesgo
USR_0642,14155383.55,0.4273,11,0.7633,1.2187,En riesgo
USR_0643,13575168.83,0.92,11,0.342,0.6052,En riesgo
USR_0644,8027920.44,0.1865,8,0.387,0.5333,Saludable
USR_0645,8306757.17,0.3218,10,0.7167,1.0344,Saludable
USR_0646,2200480.6,0.8953,2,0.3371,0.467,En riesgo
USR_0647,9142964.33,0.4633,8,0.2347,0.7995,En observación
USR_0648,4681179.86,0.9111,0,0.3445,0.8509,En riesgo
USR_0649,2728255.06,0.2889,4,0.519,0.3757,Saludable
USR_0650,1375797.42,0.6088,1,0.6272,1.0084,En riesgo
USR_0651,10313332.88,0.1143,15,0.2889,0.5964,Saludable
USR_0652,9061317.65,0.6567,9,0.4389,1.2666,En riesgo
USR_0653,9399399.14,0.8012,15,0.5751,1.0062,En riesgo
USR_0654,3001195.31,0.6389,10,0.5868,0.8636,En riesgo
USR_0655,11352625.57,0.27,8,0.8982,1.2805,En observación
USR_0656,8625988.73,0.4552,6,0.8999,0.7353,En observación
USR_0657,7107681.7,0.8426,1,0.5432,1.142,En riesgo
USR_0658,7759190.71,0.7183,9,0.8134,1.1838,Saludable
USR_0659,2697277.16,0.4284,8,0.2789,0.7869,Saludable
USR_0660,3882293.21,0.8611,11,0.5958,0.3961,En observación
USR_0661,12715409.41,0.7525,15,0.3162,0.9632,En riesgo
USR_0662,4022243.11,0.4157,0,0.8574,1.1092,En riesgo
USR_0663,12524633.18,0.1952,11,0.481,0.3373,En riesgo
USR_0664,11808846.28,0.8371,10,0.7104,0.5519,En riesgo
USR_0665,6655036.47,0.9832,12,0.4525,0.7819,En riesgo
USR_0666,5229144.06,0.5972,7,0.4651,0.9949,En observación
USR_0667,12482804.75,0.5442,1,0.6356,0.7622,En observación
USR_0668,14112271.71,0.3919,8,0.3384,1.1193,En riesgo
USR_0669,13772974.82,0.8131,10,0.4115,0.5775,En riesgo
USR_0670,13129101.27,0.0034,15,0.2066,0.3036,Saludable
USR_0671,11684020.91,0.7614,15,0.6182,0.4604,En riesgo
USR_0672,5193417.79,0.6146,5,0.3241,0.9822,En riesgo
USR_0673,8520389.4,0.0832,10,0.6107,0.905,En observación
USR_0674,2881379.74,0.5486,7,0.5472,0.5987,En riesgo
USR_0675,2845579.78,0.4091,14,0.5211,1.2384,En riesgo
USR_0676,2682098.25,0.9499,5,0.6123,0.8497,En riesgo
USR_0677,2277839.4,0.9432,4,0.7552,0.8959,En observación
USR_0678,8292112.46,0.0343,0,0.7305,0.6617,En observación
USR_0679,11387391.84,0.4017,13,0.3628,1.1808,En riesgo
USR_0680,8620709.48,0.8571,6,0.5355,1.023,En observación
USR_0681,6626801.21,0.2172,9,0.3287,0.6592,Saludable
USR_0682,6490252.55,0.4749,1,0.4542,0.5571,En observación
USR_0683,11564254.87,0.3397,12,0.4441,0.4797,En observación
USR_0684,8652021.57,0.7049,14,0.5301,1.0792,En riesgo
USR_0685,10045404.27,0.0606,9,0.355,0.3863,Saludable
USR_0686,6950723.79,0.618,7,0.4689,1.2095,En riesgo
USR_0687,12749267.55,0.665,3,0.518,1.1882,Saludable
USR_0688,10783820.44,0.3487,9,0.5863,0.364,En observación
USR_0689,3079943.34,0.1811,10,0.6598,1.0447,En riesgo
USR_0690,7464372.8,0.0835,9,0.2677,0.5265,Saludable
USR_0691,13588332.13,0.9797,8,0.2714,0.5329,En riesgo
USR_0692,8959485.58,0.9427,12,0.2693,0.9826,En riesgo
USR_0693,4689139.6,0.392,14,0.7051,0.6248,En observación
USR_0694,12089444.09,0.3411,2,0.8715,1.0986,En riesgo
USR_0695,7527973.05,0.1998,10,0.6836,0.5207,En observación
USR_0696,9682064.49,0.8704,13,0.2923,0.4222,En riesgo
USR_0697,8016854.84,0.2764,5,0.3247,0.9996,En observación
USR_0698,1577715.55,0.6962,11,0.7748,1.1859,En riesgo
USR_0699,4438632.75,0.1135,1,0.4411,0.9643,En observación
USR_0700,13610047.34,0.7266,14,0.6991,1.2353,En riesgo
USR_0701,2095256.2,0.1923,13,0.455,0.9502,En observación
USR_0702,13091156.21,0.1321,11,0.3913,0.5977,Saludable
USR_0703,8938256.11,0.258,12,0.3187,1.1628,En riesgo
USR_0704,8074448.43,0.2459,6,0.7618,0.8655,En riesgo
USR_0705,13641881.64,0.4955,12,0.7266,0.3675,En observación
USR_0706,4196870.32,0.4626,11,0.4559,0.3455,En observación
USR_0707,9330972.51,0.7219,9,0.3951,0.8305,En riesgo
USR_0708,8877926.65,0.494,1,0.3106,1.2042,En riesgo
USR_0709,4382758.11,0.2914,4,0.41,1.2953,En riesgo
USR_0710,5705657.88,0.9365,2,0.8897,0.8881,En riesgo
USR_0711,4740150.12,0.5637,5,0.8817,0.8059,En observación
USR_0712,1811473.61,0.0474,10,0.428,0.3351,En observación
USR_0713,10189324.95,0.5349,9,0.4272,0.7191,En observación
USR_0714,10618174.03,0.3534,12,0.3564,0.3333,En observación
USR_0715,8139243.21,0.3141,10,0.3999,0.6486,En observación
USR_0716,8010534.42,0.4166,14,0.5583,1.2339,Saludable
USR_0717,1715452.56,0.5003,13,0.5403,1.0388,En riesgo
USR_0718,11374033.28,0.4276,14,0.8236,0.3411,En observación
USR_0719,2187235.74,0.3251,9,0.4588,0.9258,En observación
USR_0720,7963778.29,0.1428,12,0.8538,0.4442,Saludable
USR_0721,4020772.09,0.2463,3,0.5232,0.3294,Saludable
USR_0722,5889829.47,0.5845,11,0.4857,0.5628,En observación
USR_0723,9145351.15,0.8222,0,0.6337,0.3378,En riesgo
USR_0724,5211194.41,0.4137,12,0.2102,1.1793,En riesgo
USR_0725,3333095.69,0.8615,6,0.8923,0.3478,En riesgo
USR_0726,5179111.7,0.4937,9,0.2179,0.7063,En observación
USR_0727,1633314.89,0.3709,3,0.5962,1.0043,En riesgo
USR_0728,11442661.33,0.688,4,0.6125,0.4421,En riesgo
USR_0729,4779604.18,0.5462,1,0.2171,1.2357,En riesgo
USR_0730,13910274.53,0.0504,12,0.2811,0.6347,En riesgo
USR_0731,5609777.07,0.1512,1,0.2589,0.5117,En observación
USR_0732,2313981.6,0.9804,8,0.5889,1.0913,En riesgo
USR_0733,9118820.52,0.2653,4,0.5101,1.0682,En riesgo
USR_0734,4853267.04,0.3108,15,0.7032,1.1839,En riesgo
USR_0735,1271932.75,0.9336,12,0.4819,1.2195,En observación
USR_0736,5244943.93,0.3228,5,0.3243,0.4592,En observación
USR_0737,10273104.89,0.8701,0,0.8696,1.0451,En riesgo
USR_0738,9026857.12,0.3055,6,0.4238,1.0442,En riesgo
USR_0739,8541348.84,0.6085,14,0.5585,1.1227,En riesgo
USR_0740,14265830.03,0.1067,6,0.6009,1.0172,En riesgo
USR_0741,11482106.36,0.905,0,0.872,0.5257,En riesgo
USR_0742,11209842.03,0.5305,14,0.3554,0.7727,En observación
USR_0743,2043699.29,0.522,3,0.7999,0.9083,En observación
USR_0744,10496140.3,0.2917,5,0.3455,0.8448,Saludable
USR_0745,14824954.58,0.792,12,0.2262,1.1199,En observación
USR_0746,2663321.03,0.4037,7,0.5088,1.109,En riesgo
USR_0747,8173627.43,0.7027,5,0.3144,0.5557,En riesgo
USR_0748,4613786.31,0.9601,15,0.8058,0.7178,En riesgo
USR_0749,11554311.65,0.548,15,0.8806,0.6873,En observación
USR_0750,5473242.79,0.0307,2,0.8268,0.3355,En observación
USR_0751,13111985.41,0.36,7,0.3816,0.9955,Saludable
USR_0752,4725938.97,0.7288,1,0.7303,0.8256,En riesgo
USR_0753,9821404.55,0.7575,0,0.7075,0.3233,En riesgo
USR_0754,3608865.84,0.9876,1,0.2171,0.6626,En riesgo
USR_0755,2963404.77,0.1214,9,0.5049,0.8593,En observación
USR_0756,9875224.96,0.9348,14,0.265,0.3632,En riesgo
USR_0757,4894972.98,0.5719,1,0.6345,1.1821,En riesgo
USR_0758,6049221.87,0.5527,7,0.2535,1.0785,En riesgo
USR_0759,2163464.96,0.5567,9,0.3008,1.1909,En riesgo
USR_0760,14834510.99,0.2889,4,0.6004,1.171,En riesgo
USR_0761,10107769.44,0.9462,9,0.7724,1.169,En riesgo
USR_0762,8675006.79,0.3273,10,0.8859,0.7938,En observación
USR_0763,6590841.04,0.4719,15,0.616,0.8688,En observación
USR_0764,2808367.42,0.57,0,0.745,0.6283,En observación
USR_0765,7713703.25,0.7987,10,0.7071,1.0007,En riesgo
USR_0766,8934734.94,0.0611,15,0.8987,1.1254,En riesgo
USR_0767,13397845.05,0.9371,4,0.3746,0.6166,Saludable
USR_0768,14489962.8,0.8102,14,0.3653,0.677,En observación
USR_0769,8192622.34,0.5281,3,0.5758,1.0179,En riesgo
USR_0770,4059104.31,0.159,6,0.8512,1.2076,En riesgo
USR_0771,1985949.57,0.2057,14,0.6801,0.6062,Saludable
USR_0772,3250506.5,0.4228,2,0.5163,0.4924,En observación
USR_0773,13538684.86,0.9646,7,0.2932,1.1497,En riesgo
USR_0774,14696874.89,0.1579,10,0.8212,1.2758,En riesgo
USR_0775,8898383.12,0.5657,1,0.694,0.452,En observación
USR_0776,6630198.86,0.0563,12,0.3769,0.4979,Saludable
USR_0777,8680179.39,0.6017,15,0.313,0.3131,En riesgo
USR_0778,12534110.35,0.6367,12,0.8914,0.7396,En riesgo
USR_0779,10164217.04,0.0504,4,0.387,0.5176,Saludable
USR_0780,12567472.35,0.5819,14,0.6028,0.7507,Saludable
USR_0781,8980681.23,0.1575,5,0.5234,0.3351,Saludable
USR_0782,12125706.77,0.8838,3,0.6786,0.6122,En riesgo
USR_0783,13751632.26,0.671,15,0.4435,0.3343,En riesgo
USR_0784,4985069.19,0.9899,15,0.8958,0.8374,En riesgo
USR_0785,10999530.31,0.0562,0,0.4441,0.8837,En observación
USR_0786,13214726.41,0.2687,7,0.8828,1.2952,En riesgo
USR_0787,2243223.08,0.9364,2,0.3617,0.6992,En riesgo
USR_0788,9386046.25,0.5453,5,0.5484,0.728,En observación
USR_0789,5699123.64,0.6455,3,0.2864,0.8049,En riesgo
USR_0790,14334471.32,0.6986,7,0.4517,0.6249,En riesgo
USR_0791,8335267.29,0.0457,0,0.8672,0.5423,En observación
USR_0792,7706925.93,0.9381,11,0.3064,0.3381,En riesgo
USR_0793,11128954.41,0.2803,5,0.404,0.4648,Saludable
USR_0794,10946785.63,0.639,11,0.7141,0.801,En riesgo
USR_0795,9540188.35,0.3028,4,0.7493,1.2819,En riesgo
USR_0796,6370325.93,0.1699,2,0.6834,0.3459,En observación
USR_0797,5874674.02,0.4118,9,0.7127,0.6615,En observación
USR_0798,10764436.56,0.0143,4,0.2612,0.3202,Saludable
USR_0799,11126171.64,0.4392,14,0.682,0.9584,En observación
USR_0800,9525452.8,0.4136,2,0.8691,0.8802,En observación
USR_0801,10611564.77,0.3375,5,0.4425,0.8668,En observación
USR_0802,14064742.23,0.2716,5,0.3201,0.512,Saludable
USR_0803,8542078.68,0.1766,12,0.6314,1.2076,En observación
USR_0804,11071976.83,0.6959,5,0.3266,0.9468,En riesgo
USR_0805,14900460.85,0.6226,3,0.6953,0.4355,En riesgo
USR_0806,12475709.35,0.736,15,0.7914,0.5586,En riesgo
USR_0807,5693897.92,0.2362,10,0.6641,0.9737,En observación
USR_0808,5523879.01,0.7015,12,0.4701,0.6397,En riesgo
USR_0809,9955825.01,0.5911,5,0.279,0.9822,En observación
USR_0810,7281748.91,0.7966,6,0.8402,0.3362,En riesgo
USR_0811,4562521.97,0.1937,4,0.4254,0.3411,Saludable
USR_0812,8040168.48,0.0128,11,0.8187,1.2107,En riesgo
USR_0813,14431227.55,0.7733,1,0.4615,1.0837,En riesgo
USR_0814,7366053.46,0.8641,4,0.8562,0.4869,En riesgo
USR_0815,9989821.34,0.7465,11,0.2714,0.9012,En riesgo
USR_0816,5370038.89,0.8893,15,0.5801,0.6835,En riesgo
USR_0817,1219675.05,0.7318,15,0.4843,0.6148,En riesgo
USR_0818,14799931.62,0.4661,12,0.2112,0.8624,En observación
USR_0819,2907897.19,0.08,5,0.5546,1.1905,En riesgo
USR_0820,7188915.05,0.311,13,0.2406,0.8835,En observación
USR_0821,6020713.1,0.8435,6,0.7776,0.3333,En riesgo
